Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11	Sweep 12	Sweep 13	Sweep 14	Sweep 15	Sweep 16	Sweep 17	Sweep 18
100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.181772	3.57649	8.119453
101.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1488245	2.223543	8.103577	28.96957	86.10397
102.05	0	0	0	0	0	0	0	0	0	0	0	0	0.832947	3.274139	10.16477	34.94667	107.1159	251.8919
102.7	0	0	0	0	0	0	0	0	0	0	0.1188245	0.515298	2.360017	8.631822	26.20604	86.26933	224.2459	467.5295
103.35	0	0	0	0	0	0	0	0	0	0.1088245	0.3564735	1.674719	3.887086	19.34719	56.3827	155.825	362.1196	679.3906
104	0	0	0	0	0	0	0	0	0	0.1088245	0.8317716	2.57649	9.023593	34.82494	98.78884	251.7173	500.7086	847.6332
104.65	0	0	0	0	0	0	0	0	0	0.217649	1.30707	4.122384	16.10364	55.36272	152.3127	346.0902	645.3776	981.6986
105.3	0	0	0	0	0	0	0	0	0.09882451	0.3264735	2.851788	7.214172	24.43311	83.63937	206.4719	430.6713	754.8182	1056.473
105.95	0	0	0	0	0	0	0	0	0.09882451	0.5441225	3.921209	12.23833	32.90141	117.2737	261.584	528.9272	840.654	1102.546
106.6	0	0	0	0	0	0	0	0	0.09882451	0.7617716	5.109454	17.64896	50.67094	144.5086	324.1608	598.6517	912.7203	1150.13
107.25	0	0	0	0	0	0	0	0	0.197649	1.632368	7.485944	20.86957	64.5534	181.2682	382.4494	676.9863	954.3864	1169.39
107.9	0	0	0	0	0	0	0	0	0.09882451	2.285315	8.674189	28.72787	86.07119	220.4091	438.8321	748.0614	1009.643	1186.196
108.55	0	0	0	0	0	0	0	0	0.2964735	2.394139	10.45656	39.16265	102.4525	254.9364	497.5972	799.7217	1034.857	1198.091
109.2	0	0	0	0	0	0	0	0	0.395298	3.264735	13.0707	42.51208	124.8032	296.6072	551.4387	849.1873	1055.78	1194.504
109.85	0	0	0	0	0	0	0.07882451	0.0888245	0.4941225	4.244156	16.51661	53.46217	148.681	334.111	606.7096	886.4975	1069.37	1202.246
110.5	0	0	0	0	0	0	0.157649	0.177649	1.08707	6.202997	18.77427	61.19164	167.8388	369.0848	644.6686	895.4452	1073.126	1199.791
111.15	0	0	0	0	0	0	0	0.0888245	0.8894206	6.52947	23.40843	76.52176	195.1873	408.2256	687.7101	922.9636	1087.789	1199.791
111.8	0	0	0	0	0	0	0	0.0888245	1.08707	7.182417	27.09199	85.41064	215.7333	437.9905	724.8751	934.106	1085.465	1207.344
112.45	0	0	0	0	0	0	0	0.0888245	1.284719	8.92361	30.41907	98.67957	239.7499	470.4343	749.1752	956.5596	1098.34	1220.562
113.1	0	0	0	0	0	0	0	0.177649	1.581192	9.032434	37.31089	111.8197	263.7666	504.9615	761.4047	965.1697	1103.347	1208.854
113.75	0	0	0	0	0	0	0	0.2664735	1.778841	11.1001	43.60859	124.3157	284.8679	530.7082	780.7813	969.3903	1097.267	1207.533
114.4	0	0	0	0	0	0	0	0.355298	2.668262	13.71189	50.73806	135.9099	303.748	567.6166	796.9814	986.1039	1104.778	1204.134
115.05	0	0	0	0	0	0	0	0.4441225	3.458858	15.77955	58.22401	151.1111	331.7906	580.4156	820.9639	992.6881	1096.552	1191.672
115.7	0	0	0	0	0	0	0	0.6217715	3.06356	17.73839	60.71932	161.6748	363.0261	615.0917	841.7699	989.9869	1105.135	1200.357
116.35	0	0	0	0	0	0	0	0.6217715	3.458858	20.24136	66.06642	179.4525	377.8803	622.2352	849.3934	984.4157	1106.03	1205.833
117	0	0	0	0	0	0	0	0.888245	3.360033	24.26786	74.38414	191.4332	396.0663	633.0994	845.7405	992.6881	1098.34	1197.147
117.65	0	0	0	0	0	0	0	1.154719	4.348278	24.59434	80.44419	207.1498	414.6688	652.0002	857.4935	998.7657	1088.505	1194.693
118.3	0	0	0	0	0	0	0	1.154719	4.743576	28.72967	85.31599	220.1611	436.1866	671.4962	856.0641	988.1298	1090.472	1202.434
118.95	0	0	0	0	0	0	0	1.065894	5.929471	26.55318	94.46548	231.8841	449.6526	687.2715	847.3287	994.5452	1097.267	1201.868
119.6	0	0	0	0	0	0	0	0.9770696	7.411838	28.83849	100.4067	249.5331	467.6998	702.0052	863.2112	1000.116	1094.406	1205.644
120.25	0	0	0	0	0	0	0	1.154719	6.621242	31.77676	107.655	254.8149	477.5563	713.7623	866.2289	993.5322	1093.154	1195.07
120.9	0	0	0	0	0	0	0	0.9770696	6.324769	33.95325	117.0421	272.9791	497.1306	722.0965	875.2819	984.0781	1098.877	1189.028
121.55	0	0	0	0	0	0	0	0.7994205	8.103609	39.93859	124.4093	284.5733	511.7071	724.7753	870.8348	1000.792	1084.034	1197.903
122.2	0	0	0	0	0	0	0	1.065894	8.696556	41.67979	134.034	299.2593	518.2319	739.9554	881.6348	1004.337	1082.782	1199.413
122.85	0	0	0	0	0	0	0	1.065894	9.487152	44.94452	140.3317	309.4365	524.0625	739.2113	890.3702	1001.636	1077.954	1191.672
123.5	0	0	0	0	0	0	0	0.9770696	10.0801	44.18275	147.6989	319.0983	539.3332	745.1643	895.6114	1007.038	1096.373	1198.091
124.15	0	0	0	0	0	0	0.07882451	1.421192	11.56247	49.51515	151.5013	333.0114	552.7992	752.0103	893.7055	1023.245	1091.008	1194.504
124.8	0	0	0	0	0	0	0.07882451	1.77649	13.04484	52.99754	161.839	344.6056	555.4368	742.4855	887.9878	1010.415	1084.213	1199.602
125.45	0	0	0	0	0	0	0.07882451	1.954139	13.14366	55.39167	157.799	354.6539	571.8181	762.4279	893.5467	1009.571	1066.509	1185.063
126.1	0	0	0	0	0	0	0.07882451	1.77649	14.23073	59.85348	164.0966	363.1563	582.5076	780.1381	895.1349	998.7657	1070.086	1186.196
126.75	0	0	0	0	0	0	0.07882451	1.865315	15.02133	64.09763	170.9885	372.6893	588.6159	777.0128	900.535	1011.596	1086.001	1192.427
127.4	0	0	0	0	0	0.06882451	0.07882451	1.77649	15.12015	67.0359	181.6827	382.9953	599.1666	777.9057	894.6584	1012.609	1081.173	1191.294
128.05	0	0	0	0	0	0.06882451	0.07882451	1.598841	14.72485	70.30063	190.3569	399.7424	612.7714	789.6628	889.4172	1011.428	1085.107	1185.251
128.7	0	0	0	0	0	0.06882451	0	1.865315	16.00957	71.4977	197.6051	406.9566	608.0513	793.3834	891.3231	992.0128	1087.968	1169.39
129.35	0	0	0	0	0	0.06882451	0	2.575911	17.09664	74.21832	205.804	413.6555	608.329	788.9187	911.8115	999.7787	1068.655	1180.153
130	0	0	0	0	0	0.06882451	0	2.131788	16.10839	77.48305	213.6465	419.3238	626.3762	789.514	912.7644	1000.623	1069.192	1189.783
130.65	0	0	0	0	0	0.06882451	0	2.398262	14.72485	80.20366	220.5383	426.0226	646.0892	793.6811	918.1645	990.9998	1080.815	1191.672
131.3	0	0	0	0	0	0.06882451	0	2.220613	17.49194	84.44781	227.6678	432.2062	637.3433	795.9135	904.0291	997.9216	1065.258	1172.789
131.95	0	0	0	0	0	0.06882451	0	2.842384	19.27078	84.55664	230.876	435.8133	652.4752	794.7228	895.7702	977.8315	1063.291	1176.566
132.6	0	0	0	0	0	0.06882451	0	2.220613	18.57901	89.01845	240.5008	435.0403	645.2563	799.1876	892.4349	990.3245	1062.396	1185.818
133.25	0	0	0	0	0	0.06882451	0.07882451	2.042964	18.87548	88.3655	245.1349	453.8487	654.5576	797.6993	898.1526	1000.792	1074.735	1179.776
133.9	0	0	0	0	0	0	0.07882451	2.042964	20.35785	89.23609	248.8185	455.3946	653.7246	788.7699	882.2701	996.7399	1070.086	1178.265
134.55	0	0	0	0	0	0	0.07882451	2.131788	22.72964	89.45374	261.2951	468.0194	666.9129	788.3234	889.7349	990.1557	1069.549	1188.65
135.2	0	0	0	0	0	0	0.07882451	2.575911	21.24727	94.78615	267.474	478.4542	657.334	792.1929	885.6055	975.9745	1072.053	1170.901
135.85	0	0	0	0	0	0	0	2.75356	24.50848	96.74499	268.0681	487.4719	656.9175	801.2711	875.9172	990.9998	1064.363	1187.517
136.5	0	0	0	0	0	0	0	2.75356	22.82846	101.9686	266.761	492.8826	666.4965	794.1276	880.6819	996.571	1069.192	1186.007
137.15	0	0	0	0	0	0	0	2.842384	23.91553	104.798	268.1869	493.1402	667.8847	790.5558	872.423	985.091	1071.159	1177.698
137.8	0	0	0	0	0	0	0	2.931209	23.02611	108.2804	276.6234	493.7843	663.8588	785.9422	870.3583	975.1304	1077.954	1179.964
138.45	0	0	0	0	0	0	0.07882451	2.75356	24.50848	108.0627	274.7223	497.7779	670.9388	799.7829	877.9819	994.714	1069.728	1170.146
139.1	0	0	0	0	0	0	0.07882451	2.487086	24.11318	108.6069	285.7729	500.8697	674.8259	794.1276	872.1053	980.7015	1063.291	1180.342
139.75	0	0	0	0	0	0	0	2.398262	23.52023	113.9393	292.0706	505.8938	668.44	806.48	888.9407	980.7015	1069.549	1177.887
140.4	0	0	0	0	0	0	0	2.487086	25.99084	114.3746	294.0906	513.881	676.6306	802.0153	893.0702	990.6622	1053.813	1173.733
141.05	0	0	0	0	0	0	0	2.487086	25.0026	116.8775	300.9825	504.0903	677.6024	797.4017	895.7702	983.4028	1057.568	1176.377
141.7	0	0	0	0	0	0	0.07882451	2.664735	26.18849	121.2305	306.0919	510.5315	675.2424	792.7881	878.2995	980.7015	1065.973	1186.196
142.35	0	0	0	0	0	0	0.07882451	3.020033	27.17674	123.407	307.7555	525.9905	674.5483	788.621	887.5114	985.2598	1068.834	1176.566
143	0	0	0	0	0	0	0.07882451	2.842384	28.36263	124.2776	309.3002	529.5975	684.6824	789.9604	892.1172	990.4933	1058.462	1167.124
143.65	0	0	0	0	0	0	0.07882451	2.931209	28.95558	129.0659	311.6767	513.7521	685.6542	789.6628	894.0231	987.6234	1065.973	1152.962
144.3	0	0	0	0	0	0	0.07882451	2.842384	27.27556	132.8747	319.7567	525.0887	683.5718	785.1981	890.2114	987.961	1065.973	1152.207
144.95	0	0	0	0	0	0	0.07882451	3.375331	27.17674	138.0983	320.2321	518.5186	685.5154	792.7881	882.2701	993.1946	1061.502	1160.704
145.6	0	0	0	0	0	0	0.07882451	3.375331	29.25205	137.8806	322.8462	527.4075	690.3743	793.2346	890.3702	980.5327	1064.006	1160.138
146.25	0	0	0	0	0	0.06882451	0.157649	3.108858	28.26381	135.5953	328.5497	529.8552	678.713	805.7359	883.0643	975.9745	1051.488	1163.725
146.9	0	0	0	0	0	0	0.2364735	3.020033	29.845	141.9072	330.9262	530.6281	683.9883	788.9187	883.5407	979.1821	1052.561	1168.635
147.55	0	0	0	0	0	0	0.07882451	2.664735	30.43795	139.4042	334.0157	525.2175	684.5436	788.4722	881.9525	973.6109	1064.006	1157.494
148.2	0	0	0	0	0	0	0.07882451	3.464156	29.74618	140.9277	340.551	531.1434	687.1813	796.5087	893.5467	975.1304	1064.363	1162.781
148.85	0	0	0	0	0	0	0	3.641805	32.31561	144.5189	337.2239	543.3818	686.0707	798.2947	880.8407	976.6498	1060.787	1158.627
149.5	0	0	0	0	0	0	0.07882451	2.931209	34.98388	146.0425	339.9569	541.4494	677.3248	790.8534	880.5231	971.4162	1064.721	1152.018
150.15	0	0	0	0	0	0	0.157649	2.75356	35.87329	149.0896	343.5216	541.3206	674.8259	782.5192	880.5231	972.598	1054.17	1153.718
150.8	0	0	0	0	0	0	0.157649	2.575911	33.69916	149.9602	345.5417	545.5718	677.3248	780.2869	883.8584	980.8704	1063.827	1144.088
151.45	0	0	0	0	0	0	0.157649	3.020033	33.99563	148.8719	352.7899	546.86	686.7648	798.4435	874.4877	969.728	1066.152	1160.704
152.1	0	0	0	0	0	0	0.157649	3.464156	36.96037	149.416	354.5723	550.0806	674.5483	792.7881	869.8818	967.0268	1057.926	1154.851
152.75	0	0	0	0	0	0	0.157649	3.730629	35.87329	153.8779	357.7806	550.2095	677.7412	785.3469	868.77	965.845	1060.072	1147.487
153.4	0	0	0	0	0	0	0.157649	3.730629	38.24508	154.5308	362.4147	547.2465	686.3483	790.2581	884.176	968.8839	1059.535	1145.409
154.05	0	0	0	0	0	0	0.2364735	3.730629	38.14626	154.7484	363.8406	548.9212	689.1248	786.3887	887.5114	963.1438	1064.363	1148.62
154.7	0	0	0	0	0	0	0.157649	3.020033	36.76271	156.0543	364.1971	552.9148	687.3201	785.3469	892.9114	963.9879	1059.535	1154.284
155.35	0	0	0	0	0	0	0.157649	3.730629	36.26859	159.2103	364.1971	545.0565	682.4612	776.1198	879.7289	960.6115	1060.072	1170.712
156	0	0	0	0	0	0	0.157649	3.641805	33.99563	160.0808	371.8019	547.2465	685.6542	776.4174	877.9819	957.5726	1052.025	1161.648
156.65	0	0	0	0	0	0	0.07882451	3.020033	36.56507	161.3867	373.4654	545.9583	690.5131	780.7333	884.176	961.962	1043.441	1160.704
157.3	0	0	0	0	0	0	0.07882451	3.286507	38.7392	161.2779	369.0689	545.4429	695.5107	782.0728	871.47	978.1692	1043.799	1154.284
157.95	0	0	0	0	0	0	0.07882451	3.375331	37.55331	159.3191	369.663	554.203	685.0989	786.0911	875.123	964.832	1045.229	1155.04
158.6	0	0	0	0	0	0	0.157649	2.931209	36.96037	163.9985	364.5536	550.0806	690.7907	779.5428	868.4524	973.1044	1052.203	1164.292
159.25	0	0	0	0	0	0	0.07882451	3.020033	37.05919	164.6515	370.8513	553.6877	691.346	775.6733	863.6877	963.1438	1036.109	1156.172
159.9	0	0	0	0	0	0	0.07882451	3.286507	37.94861	173.031	370.2572	545.1853	678.4354	784.0075	879.2524	965.6761	1035.394	1133.325
160.55	0	0	0	0	0	0	0.07882451	2.75356	37.25684	169.1133	374.0595	548.4059	677.0471	778.3522	870.8348	965.6761	1041.474	1139.556
161.2	0	0	0	0	0	0	0.157649	3.108858	38.04744	169.3309	387.0114	551.4977	680.3789	783.1146	859.3994	969.3903	1051.13	1146.542
161.85	0	0	0	0	0	0	0.157649	2.75356	40.41922	173.031	387.962	559.2272	688.0142	771.0598	865.2759	967.7021	1039.149	1154.662
162.5	0	0	0	0	0	0	0.2364735	2.575911	42.19806	171.6162	387.4867	564.8954	674.6871	774.7804	876.8701	972.0915	1036.467	1150.319
163.15	0	0	0	0	0	0	0.157649	2.842384	41.70394	168.7868	386.1797	561.6749	671.2165	768.0833	878.1407	957.4037	1045.945	1155.04
163.8	0	0	0	0	0	0	0.07882451	2.131788	42.09924	166.2838	384.5161	565.0243	673.8541	769.4227	863.2112	970.5721	1053.276	1150.697
164.45	0	0	0	0	0	0	0.07882451	2.575911	41.60512	166.9368	389.6255	566.3125	671.4941	768.8274	858.6053	963.6503	1038.792	1140.878
165.1	0	0	0	0	0	0	0.07882451	2.664735	40.91335	164.978	392.8338	565.2819	675.1036	764.8091	864.0053	955.209	1042.547	1132.758
165.75	0	0	0	0	0	0	0.157649	3.020033	41.90159	170.0927	387.6055	563.4784	673.0212	771.2086	869.0877	955.3779	1048.269	1140.878
166.4	0	0	0	0	0	0	0.157649	2.931209	40.3204	179.3428	384.3973	568.2449	678.713	775.6733	861.1465	955.8843	1040.043	1142.577
